customer_id,ownership,activation_plan_code,mnp_flag,calls_incoming_cnt,calls_outgoing_cnt,calls_incoming_duration,calls_outgoing_duration,total_call_count,total_sum_duration,tot_usage_mb,upload_usage_mb,download_usage_mb,days_since_latch,cnt_open_qrc,avg_days_to_close,cnt_call_drops,pcnt_dropped_calls,rsrp_voice_pcnt_poor_duration,rsrp_data_pcnt_poor_duration,mean_cqi_voice_pcnt_poor_duration,sinr_voice_pcnt_poor_duration,sinr_data_pcnt_poor_duration,age_on_network,cnt_connections,current_plan_code,cnt_recharges_made,total_payment_made,cnt_main_plans_taken,total_main_plans_mrp,cnt_addon_plans_taken,total_addon_plans_mrp,cnt_rchg_offline,cnt_rchg_online,cnt_rchg_on_or_before_expiry,cnt_rchg_after_expiry,current_active_plan_mrp,current_active_plan_validity,last_cycle_plan_mrp,last_cycle_plan_validity,avg_days_bw_rchg_and_expiry,stddev_days_bw_rchg_and_expiry,price_per_day,gb_per_day_quota,pcnt_quota_used,device_avg_asp,recharge_delay
10010,individual,5,0,12.0,91.0,23.053785754338282,112.2907467791,103.0,135.3445325334383,2167.911389421979,1459.3903429381019,708.5210464838772,4,3,12,3.5936496132873965,3.488980207075142,59.508736300669625,68.67035951787035,65.61170830623,68.402418090343,72.55178848772218,292,1,3,36,1352.1337006355357,28,1051.65954493875,8,300.4741556967856,20,16,24.0,12.0,128,28,300,90,-3.951017588964337,3.7417136937281863,4.571428571428571,1.0,7.057003220774671,20K_to_30K,6.083989391288236
10011,corporate,2,0,26.0,30.0,38.78705229631818,39.633795840241184,56.0,78.42084813655936,42427.10153840232,19.318283796819824,42407.7832546055,2,3,4,0.6233535720416468,1.1131313786457977,61.965925647758446,71.50584362251553,60.79539235064105,51.33476755514068,54.44879438045424,443,7,5,51,1915.522742567009,40,1502.3707784839285,11,413.15196408308043,27,24,16.0,35.0,1500,365,500,120,0.9535459963443472,1.2443150382439558,4.109589041095891,3.0,46.03635149566224,10K_to_20K,0.9200559030297613
10012,corporate,5,0,3.0,19.0,4.4121110678817494,33.65528852635071,22.0,38.067399594232455,5215.249764357834,79.81128402985016,5135.438480327984,1,3,6,0.4733903560961212,2.15177434589146,13.637164025424353,15.736663465655221,61.78900842065228,74.4799269055268,78.99796607034966,568,4,1,63,2366.2339761121875,49,1840.4042036428125,14,525.829772469375,33,30,40.0,23.0,300,90,500,120,3.2571973559537755,0.5449851982326869,3.3333333333333335,1.5,11.317816328901548,50K_above,-0.9138221848641312
10013,corporate,8,0,41.0,83.0,74.3729197410994,91.52693845515783,124.0,165.89985819625724,2859.985140399038,2097.321875651305,762.6632647477329,5,14,8,9.4130317998215,7.591154677275403,85.87325001436285,99.09380232273402,99.58877658535476,33.23950741450292,35.25585467151131,389,3,8,46,1727.726395256518,20,751.1853892419642,26,976.5410060145537,25,21,45.0,1.0,99,15,999,180,8.672422566673044,0.6678406322645146,6.6,0.5,18.619694924472903,50K_above,10.128340794082824
10014,corporate,2,0,64.0,9.0,121.16872067127132,12.51935214768452,73.0,133.68807281895585,7305.039380235392,70.9779738163164,7234.061406419076,2,4,13,2.1070577759044733,2.8863805149376347,80.42755873190633,92.8097236909817,4.103887608059531,93.1157062817508,98.76421354162936,419,5,3,49,1840.4042036428125,39,1464.8115090218303,10,375.59269462098223,26,23,48.0,1.0,300,90,999,180,-0.34636763748239874,2.424716795904681,3.3333333333333335,1.5,15.85295004391361,20K_to_30K,7.310104661370868
10015,individual,6,0,55.0,238.0,96.12957309024645,356.12198512769953,293.0,452.251558217946,8832.587130465008,732.3816967485743,8100.205433716434,11,5,13,8.966917329530276,3.0603813411366128,38.51294796992342,44.44218021746021,49.09606263064812,43.698609970331745,46.34941857739051,231,1,2,30,1126.7780838629465,13,488.2705030072768,17,638.5075808556696,17,13,0.0,30.0,300,90,99,15,-1.8316942059671424,0.6513985084153019,3.3333333333333335,1.5,19.167940821321633,20K_to_30K,-4.37011248498408
10016,corporate,6,0,25.0,64.0,26.957343377843912,109.83849030111449,89.0,136.7958336789584,2313.661886618779,676.4937647681586,1637.1681218506208,4,4,10,2.8822102347002794,3.23843846595537,2.2085215714942654,2.548532866690645,86.05902401011114,22.5483203755573,23.916127767298732,508,3,4,57,2140.8783593395983,15,563.3890419314732,42,1577.489317408125,30,27,47.0,10.0,99,15,500,120,-4.856922511017983,5.922522003136276,6.6,0.5,15.062902907674344,50K_above,-2.936882672697198
10017,individual,2,0,72.0,139.0,104.31344070423836,261.6741258186841,211.0,365.98756652292246,9558.181422273341,46.21885143030749,9511.962570843034,8,7,11,10.74500395798992,5.092418937435981,68.64935841432374,79.21821930756917,2.059384071078496,34.43802804932021,36.52707896478977,365,3,10,43,1615.0485868702233,22,826.3039281661607,21,788.7446587040625,23,20,33.0,10.0,500,120,500,120,-1.0605033270020223,2.439694447197726,4.166666666666667,2.0,15.556935908648017,50K_above,4.880681215418409
10018,individual,3,1,41.0,79.0,79.99950562389243,80.50418433575676,120.0,160.5036899596492,15503.989375299254,2005.402884353102,13498.586490946152,5,2,13,5.293665031056223,4.411387525880186,67.61993829031388,78.03031557435057,42.589704461620805,13.677398843588193,14.507085797049058,477,2,2,54,2028.2005509533035,39,1464.8115090218303,15,563.3890419314732,29,25,47.0,7.0,99,15,300,90,-0.3617222573755194,3.850950066882751,6.6,0.5,100.93743082877118,less_10K,-2.712800285831862
10019,individual,4,0,174.0,34.0,224.13918732267587,53.173677218020146,208.0,277.312864540696,8698.096326817222,1525.810524997696,7172.285801819526,8,4,13,10.239365954021226,4.922772093279436,18.907351216049587,21.818218403709544,78.82745492324989,6.020060786556525,6.385244689633884,967,7,8,103,3868.604754596116,75,2816.945209657366,28,1051.65954493875,53,50,60.0,43.0,99,15,2999,700,-0.7968268448368432,7.742300709632634,6.6,0.5,56.62823129438296,20K_to_30K,-17.302099693920727
10020,individual,2,0,200.0,60.0,385.65770083584107,91.2204071296095,260.0,476.87810796545057,14713.432786221929,1996.1570657922566,12717.275720429672,10,1,13,12.398710435644727,4.76873478294028,55.9044992324797,64.51123481373087,24.46876209444072,76.59423319690256,81.24052864536792,257,1,3,32,1201.8966227871429,16,600.9483113935714,16,600.9483113935714,18,14,7.0,25.0,500,120,300,90,-0.3726681545563161,2.2277563515807706,4.166666666666667,2.0,23.94764450882475,20K_to_30K,5.860421211079803
10021,individual,9,0,48.0,11.0,95.28857089804461,14.873368635517764,59.0,110.16193953356238,16859.897999217807,1030.176502920562,15829.721496297245,2,3,9,2.4909975278147662,4.222029708160621,12.099425331482418,13.962183355306369,58.44348853425409,21.570601642045435,22.8790994759809,1098,2,3,116,4356.875257603393,89,3342.774982126741,27,1014.1002754766519,60,56,8.0,108.0,999,180,2999,700,2.8854256736619996,2.4580104565983967,5.55,3.0,18.294160155401265,10K_to_20K,29.116075200920175
10022,individual,5,1,79.0,104.0,94.94484427925514,156.87710000783485,183.0,251.82194428709,3965.5774831889366,1802.0050611270115,2163.572422061925,7,5,4,9.383965664370884,5.127850089820155,56.596294206264496,65.30953456794566,25.730878501698207,35.32127780222232,37.46390767704013,237,2,7,30,1126.7780838629465,22,826.3039281661607,8,300.4741556967857,17,13,9.0,21.0,500,120,128,28,-0.39873328800838737,2.030574789625196,4.166666666666667,2.0,6.454390434877826,30K_to_50K,0.2845647108094309
10023,corporate,10,0,16.0,132.0,28.435434306408553,195.93535323542372,148.0,224.37078754183227,12075.83369418214,3134.715404207181,8941.118289974958,6,4,13,4.445489596693552,3.0037091869551023,35.24033866931315,40.66573878709657,54.23574026398826,27.529882335359666,29.199877081083436,435,1,1,50,1877.9634731049107,22,826.3039281661607,28,1051.65954493875,27,23,13.0,37.0,99,15,300,90,-2.9742823280929698,1.8924055710307703,6.6,0.5,78.61870894649832,less_10K,-3.3847510742378963
10024,individual,7,0,14.0,20.0,23.23306972209701,33.986996414501995,34.0,57.220066136599,22036.61058994915,1527.7713118070876,20508.839278142063,2,5,9,1.608687733950571,4.731434511619327,27.507969344330327,31.742938296279434,37.01533845470772,27.41579581088144,29.07886993507419,557,4,5,62,2328.6747066500893,47,1765.285664718616,15,563.3890419314732,33,29,11.0,51.0,99,15,500,120,1.5779393655672558,11.475550312930064,6.6,0.5,143.4675168616481,10K_to_20K,-2.7078115599806027
10025,individual,8,1,53.0,40.0,76.18148900105601,70.88059864545114,93.0,147.06208764650717,38089.89933239763,1206.9013627578095,36882.99796963982,4,4,9,2.063409718738466,2.2187201276757698,57.92270289317401,66.84014951727836,89.44598739510519,26.504087781685527,28.111856634324838,412,8,3,48,1802.8449341807143,24,901.4224670903571,24,901.4224670903571,26,22,43.0,5.0,300,90,99,15,5.1967104558673585,5.668316053615257,3.3333333333333335,1.5,82.66037181509903,20K_to_30K,-7.643936729880711
10026,corporate,1,1,149.0,112.0,288.65549135047246,191.31918997217832,261.0,479.9746813226508,16982.206516328795,1651.1479831249378,15331.058533203859,10,2,12,2.6485137492427975,1.0147562257635239,23.798531516773554,27.46241672814381,72.69299495918008,81.77681577402562,86.73749272138895,261,2,5,33,1239.455892249241,11,413.1519640830804,22,826.3039281661606,18,15,2.0,31.0,2999,700,300,90,-0.6243811033087212,1.5118145036860242,4.284285714285715,4.0,13.820155042585283,20K_to_30K,-5.979452207396136
10027,corporate,5,0,3.0,112.0,4.313996635479997,193.61582150167976,115.0,197.92981813715977,10498.674502571517,3929.737022576171,6568.937479995346,4,3,11,2.5240265057999203,2.194805657217322,68.89135817310782,79.4974759591468,54.83752236158558,8.677446111768838,9.203830105584254,381,1,9,45,1690.1671257944197,29,1089.2188144008483,16,600.9483113935714,24,21,16.0,29.0,2999,700,128,28,-5.104968808002531,6.414653331437799,4.284285714285715,4.0,8.543843182431248,30K_to_50K,-0.15544160670737872
10028,individual,2,0,136.0,4.0,137.2453065309299,6.28032515963948,140.0,143.52563169056938,23001.66211476791,366.4848899768591,22635.177224791052,5,5,11,7.553748478644846,5.395534627603462,38.29764414938356,44.19372945743497,19.7376523009687,87.8855833692327,93.21682527806485,317,7,7,38,1427.252239559732,21,788.7446587040625,17,638.5075808556695,21,17,21.0,17.0,128,28,999,180,-5.3266065361901,1.7920749246915975,4.571428571428571,1.0,74.87520219651013,10K_to_20K,0.9851618097213959
10029,individual,8,1,3.0,76.0,3.861090409087984,102.33947131054309,79.0,106.20056171963107,9303.119226453975,2912.792064816133,6390.3271616378415,3,0,,1.5142040658514386,1.9167140074068842,66.72002831709885,76.99186063082493,94.69890284892162,71.18587558336061,75.50409375610113,681,8,8,75,2816.945209657366,58,2178.4376288016965,17,638.5075808556694,39,36,50.0,25.0,1500,365,1500,365,2.2017084324322105,3.262290560344943,4.109589041095891,3.0,10.094530410648844,10K_to_20K,-5.702950091636383
10030,individual,3,0,30.0,10.0,42.125362238092634,19.761108256103874,40.0,61.88647049419651,13754.58888916917,492.57522119687155,13262.013667972298,1,3,6,1.0753602260788342,2.6884005651970853,63.952869831109,73.79868631914474,30.043547846628382,80.31344884564174,85.18535624972489,974,8,9,104,3906.164024058214,72,2704.2674012710713,32,1201.8966227871429,54,50,96.0,8.0,999,180,2999,700,6.2705165877936455,5.65422114063024,5.55,3.0,14.924684124532519,20K_to_30K,-7.656238745601865
10031,corporate,6,0,44.0,77.0,67.27696801195769,80.91472210937238,121.0,148.19169012133005,22493.630003710805,5284.027460267457,17209.602543443347,4,5,14,6.970834818379323,5.761020511057292,22.250354998661674,25.675891846171627,44.05206324881619,65.84530266745843,69.83955546322906,255,3,6,32,1201.8966227871429,16,600.9483113935714,16,600.9483113935714,18,14,26.0,6.0,99,15,99,15,1.3112093784417522,2.5276762526062844,6.6,0.5,146.4429036699922,20K_to_30K,-0.8341837631192166
10032,corporate,5,0,50.0,8.0,91.49998515780173,11.517849068052978,58.0,103.01783422585471,39716.42935370127,117.6472757167549,39598.78207798451,3,2,12,1.2758012476351381,2.199657323508859,64.75814939251372,74.72794209622352,99.13333546471344,13.354919215958835,14.165044179390696,327,4,7,39,1464.8115090218303,14,525.829772469375,25,938.9817365524552,21,18,11.0,28.0,1500,365,99,15,0.11676080842410003,0.00997677570004091,4.109589041095891,3.0,43.09508393413766,20K_to_30K,-1.8764493872969117
10033,individual,1,0,31.0,64.0,45.082952873927226,85.77381751575493,95.0,130.85677038968214,2767.9604127059856,376.24907039559145,2391.7113423103942,3,2,9,2.2940425315854953,2.4147816121952586,51.35378968017767,59.2599241584503,40.558491098692464,77.42580386423322,82.12254335848937,209,2,8,28,1051.65954493875,18,676.0668503177678,10,375.59269462098223,16,12,2.0,26.0,99,15,300,90,4.30110929387899,2.090972855779236,6.6,0.5,18.020575603554594,10K_to_20K,4.032306780864598
10034,individual,3,1,15.0,6.0,19.98269375513871,7.82041903240372,21.0,27.803112787542428,9634.895652191515,3296.343427255819,6338.552224935696,1,7,11,1.0125426761033736,4.821631790968446,48.29089603929988,55.72548500616554,81.91452141344764,17.307921274572355,18.357839949699116,428,8,8,49,1840.4042036428125,35,1314.5744311734375,14,525.829772469375,26,23,12.0,37.0,999,180,500,120,-5.020563669227674,1.0903552295081187,5.55,3.0,10.454530872603641,20K_to_30K,-3.638067417344855
10035,corporate,2,0,39.0,2.0,52.63183263814897,3.508222434454575,41.0,56.140055072603545,5419.32290523825,1574.0084738692076,3845.3144313690423,2,4,13,1.6806646493649993,4.099182071621949,15.364190339559446,17.729572830916684,6.736899459683066,58.46465012579932,62.0111839369976,441,3,1,51,1915.522742567009,38,1427.252239559732,13,488.27050300727683,27,24,2.0,49.0,99,15,999,180,-6.988656926264677,7.292608625193011,6.6,0.5,35.28205016431152,less_10K,6.804051544479741
10036,individual,8,0,58.0,69.0,98.32535821625589,71.75792304479933,127.0,170.08328126105522,25595.922437742553,428.5141831944963,25167.408254548056,5,8,13,4.499786486330621,3.543138965614663,13.050591580665298,15.059785696627092,19.448060480160912,45.39770231590677,48.15157984476638,234,8,8,30,1126.7780838629465,19,713.626119779866,11,413.15196408308043,17,13,28.0,2.0,500,120,500,120,-0.6227683566987103,6.579065906822851,4.166666666666667,2.0,41.660030009346606,10K_to_20K,-8.15013015543806
10037,individual,5,1,2.0,70.0,3.795108697081174,85.82573386258743,72.0,89.6208425596686,6857.29809571595,892.8962371324144,5964.401858583536,3,5,7,4.321114068141519,6.0015473168632205,41.05688217453319,47.377763919619845,87.44849076725745,69.75052156602686,73.98166949131767,393,5,10,46,1727.726395256518,10,375.5926946209821,36,1352.1337006355357,25,21,20.0,26.0,128,28,128,28,-3.7886581943718283,0.29840364035541045,4.571428571428571,1.0,22.321933905325356,20K_to_30K,2.9461106691903702
10038,corporate,8,0,43.0,105.0,74.10355878273512,124.5012853021831,148.0,198.60484408491823,17214.327417435663,591.6590724636458,16622.66834497202,6,3,4,7.358297559412291,4.971822675278575,27.7022157391092,31.967089750229317,78.50891682269726,81.04809772558643,85.96456978688511,410,5,6,48,1802.8449341807143,27,1014.1002754766517,21,788.7446587040625,26,22,42.0,6.0,128,28,128,28,-0.7752730052210006,1.1152695954324299,4.571428571428571,1.0,56.03622206196505,less_10K,-2.3591582289026523
10039,corporate,9,0,28.0,187.0,30.969348018199195,254.17149250690548,215.0,285.1408405251047,16131.533303898765,1255.441272043897,14876.092031854867,8,5,9,5.108005357961695,2.3758164455635793,84.73285065287847,97.77783362611424,71.16733255759246,90.17660960618838,95.6468278365109,584,8,4,65,2441.352515036384,40,1502.3707784839285,25,938.9817365524555,34,31,40.0,25.0,1500,365,999,180,0.520129626326216,1.3722572924287297,4.109589041095891,3.0,17.503833880098487,30K_to_50K,27.44564716102235
10040,individual,4,0,50.0,24.0,77.81911929695711,34.05111519319471,74.0,111.87023449015183,10323.446737684644,2525.433791489717,7798.012946194928,3,2,11,0.9725274330486124,1.3142262608765032,83.18629089770664,95.99317441461753,74.10107724260108,27.78497462180075,29.47044356290399,221,4,5,29,1089.2188144008483,18,676.0668503177678,11,413.15196408308043,16,13,2.0,27.0,2999,700,99,15,2.678544522312583,4.120069978994527,4.284285714285715,4.0,8.401242462308467,20K_to_30K,0.9862093110928858
10041,corporate,6,0,13.0,3.0,21.63873335465322,5.260348512991481,16.0,26.8990818676447,13333.204007796627,3026.1884372958384,10307.01557050079,1,5,10,0.47515822579762407,2.9697389112351504,44.09490875098971,50.883507617083744,73.51659666402213,70.53174904669056,74.81028714139913,640,3,8,71,2666.708131808973,53,1990.6412814912053,18,676.0668503177678,37,34,58.0,13.0,500,120,1500,365,3.722664390603418,2.3128184356764554,4.166666666666667,2.0,21.70117839810649,10K_to_20K,2.955958414506503
10042,individual,2,1,38.0,51.0,41.252558480014265,94.50255353108736,89.0,135.75511201110163,10415.003803416972,440.774462375208,9974.229341041764,4,8,9,8.71043467432564,9.78700525205128,48.77310363094396,56.281930508774416,53.223033686976905,7.40177892544212,7.850779461075385,347,8,3,41,1539.930047946027,28,1051.65954493875,13,488.27050300727683,22,19,23.0,18.0,99,15,999,180,-1.5641719167479051,1.4068361336723736,6.6,0.5,67.80601434516258,less_10K,6.0921918056002
10043,individual,7,0,78.0,134.0,88.36711037514792,172.61412785545494,212.0,260.98123823060286,14320.501244576435,1703.8080713153906,12616.693173261045,8,2,14,2.657843265226215,1.2536996534085918,55.73599250638095,64.31678576000007,9.794857496008413,67.62903502791292,71.73149110742627,436,8,10,50,1877.9634731049107,39,1464.8115090218303,11,413.15196408308043,27,23,1.0,49.0,1500,365,300,90,0.035245624192343894,1.7969609340302992,4.109589041095891,3.0,15.538738329618528,20K_to_30K,-14.254676874918594
10044,corporate,1,0,173.0,73.0,341.9394070798873,73.70402446223903,246.0,415.64343154212634,17774.215598678053,126.30989102923205,17647.90570764882,9,2,7,10.908230601467501,4.434240081897358,34.94146190116523,40.32084866850023,0.16208814169189623,51.549125021629855,54.67615502067235,619,7,8,69,2591.5895928847767,41,1539.930047946027,28,1051.6595449387498,36,33,46.0,23.0,300,90,1500,365,-0.5959974358681861,0.015655632666347123,3.3333333333333335,1.5,38.57251649018675,10K_to_20K,-17.02008170909166
10045,corporate,6,0,65.0,105.0,103.58429153708073,173.66290190310048,170.0,277.2471934401812,1905.4991138462387,1394.9298469972637,510.56926684897496,7,6,9,7.4259450139128935,4.3682029493605254,19.88362153299424,22.944789690864575,70.99179229844079,7.327850667421122,7.7723666287670135,283,3,2,35,1314.5744311734375,21,788.7446587040625,14,525.8297724693749,19,16,35.0,0.0,300,90,99,15,-8.060662486742512,3.690573359529157,3.3333333333333335,1.5,4.135197729701039,30K_to_50K,-3.9476323202087134
10046,individual,9,0,95.0,67.0,175.53202284602966,124.70013717255611,162.0,300.2321600185858,16362.433315962144,6524.474263289851,9837.959052672293,6,6,4,8.655465366556342,5.3428798558989765,65.92106056814981,76.06988839659188,5.266364035100269,51.97798001485252,55.13102485757051,300,4,7,37,1389.6929700976339,18,676.0668503177678,19,713.626119779866,20,17,33.0,4.0,128,28,128,28,1.631522038294785,2.4613556567262447,4.571428571428571,1.0,53.26312928373093,30K_to_50K,33.78424010441465
10047,corporate,6,0,65.0,13.0,70.6407259570289,24.696153051097326,78.0,95.33687900812623,18117.247418772044,13708.571120558428,4408.676298213617,3,0,,2.8733425279728326,3.683772471760042,9.622855440852966,11.104334989960662,8.248020470964,75.38300322349244,79.95582405020613,1024,7,2,109,4093.960371368705,33,1239.455892249241,76,2854.504479119464,56,53,3.0,106.0,300,90,2999,700,1.471957940083507,0.6498486599266382,3.3333333333333335,1.5,39.31694318309905,10K_to_20K,-14.540355938458875
10048,individual,5,0,3.0,35.0,5.836354035780285,69.03061766988654,38.0,74.86697170566683,12451.160210248163,196.0947180106665,12255.065492237496,2,0,,0.4691409818071361,1.2345815310714108,63.02647886911975,72.72967352592245,93.14465797108078,41.92771091923062,44.47109472604795,434,5,1,50,1877.9634731049107,27,1014.1002754766517,23,863.863197628259,27,23,47.0,3.0,999,180,99,15,-1.7824855370307353,1.3828469758215158,5.55,3.0,13.510373492022746,30K_to_50K,-2.1198486232714995
10049,individual,8,1,16.0,100.0,27.188564235717763,109.35491056049788,116.0,136.54347479621566,2806.350134580876,319.717775961704,2486.632358619172,4,4,12,4.8930612277768715,4.218156230842131,25.89701862491152,29.88397485754789,0.04244059652435128,0.9839353145807193,1.0436219774391131,416,5,6,48,1802.8449341807143,19,713.626119779866,29,1089.2188144008483,26,22,18.0,30.0,300,90,999,180,-3.475224355516068,0.36007671321877477,3.3333333333333335,1.5,6.090169562892526,10K_to_20K,-8.799534808300624
10050,corporate,5,0,98.0,112.0,130.07558250807827,173.0483769153372,210.0,303.1239594234155,10995.232952596041,390.21812653567343,10605.014826060367,8,8,8,9.689570509133478,4.614081194825466,85.03094390832639,98.12181960689587,18.696287529135482,22.10845399567589,23.449578580194462,383,4,2,45,1690.1671257944197,25,938.9817365524553,20,751.1853892419643,24,21,44.0,1.0,99,15,1500,365,-2.3025709053335883,0.05006433288022866,6.6,0.5,71.58354786846381,30K_to_50K,-6.579370248416586
10051,individual,7,0,20.0,53.0,35.6879879483493,74.40883323500695,73.0,110.09682118335625,2330.5514196755853,1450.1175144234824,880.4339052521029,3,1,9,2.2337550225726623,3.0599383870858388,81.09681760931726,93.58201782087431,91.08494872434359,84.1382336356546,89.24215694249523,395,3,1,46,1727.726395256518,31,1164.3373533250447,15,563.3890419314732,25,21,20.0,26.0,99,15,128,28,0.9401896616622378,0.15236596007622788,6.6,0.5,15.172860805179592,20K_to_30K,5.480993812074582
10052,individual,6,0,15.0,212.0,20.20153627998487,410.3828710998876,227.0,430.58440737987246,8342.920699461589,250.9207687095891,8091.999930751999,9,5,7,7.6934260352228865,3.389174464855897,22.235772833421088,25.659064694531896,99.67882708289108,47.10732963651912,49.964915151042774,299,8,10,37,1389.6929700976339,25,938.9817365524553,12,450.7112335451785,20,17,35.0,2.0,999,180,500,120,-0.7363330446557195,0.3978155978708732,5.55,3.0,9.052648328408843,10K_to_20K,-9.099393361362798
